ProductDetailID,ProductName,ProductGroupID,SKU,Price,StockQuantity,Manufacturer,SupplierID,WarrantyPeriod,ProductDescription,ReleaseDate,Status
6931,Wonder Star,100,80242e77-eece-45b6-9c71-eae54a427163,669.48,806,"Miller, Gordon and Hernandez",173,2 years,Take dog make middle later man fact. Response officer bad great. Serve throw myself join TV.,2022-05-28,Discontinued
3623,Performance Imagine,50,850b8a48-2b64-498d-8b9e-d67b091e49c3,3476.92,914,Arnold-James,125,1 year,"Side control involve person. Purpose property push job music doctor media. Site maybe full service data.
Good history alone answer. Us own along bad so. Training responsibility world.",2020-03-07,Available
9327,Dog Region,40,14361aa1-7686-4bec-a38a-e5551296032d,925.08,892,Anderson LLC,17,1 year,"Interview hit country agree. See ball indicate record detail model discussion. Congress go part seem despite.
Dream option color. Site laugh player.",2020-03-17,Discontinued
7787,Sort Drug,23,fbaaaf2e-7d19-47cf-9291-8a385548448a,1249.38,602,"Reid, Johnson and Blake",189,2 years,Machine science again learn would memory consumer. Sure you firm worry reflect. Series site growth open some school.,2022-07-03,Discontinued
7604,Bit Likely,94,d194f0c2-6914-4377-a13b-8ee6ea241198,1170.08,646,"Austin, Shaw and Humphrey",24,3 years,"Idea authority anyone use wear develop six strategy. College town another traditional.
Rise among hold beautiful season whatever. Main single most box education station note.",2021-09-22,Available
7249,Stuff Agent,86,e052cd62-e9ce-4d2e-ab15-f1075d973e82,2997.7,981,"Curry, Mayer and Harvey",57,2 years,Study fire marriage ability movement street purpose agency. Data want without. Development those machine affect. Anyone lead let such.,2020-04-22,Discontinued
82,Camera Garden,22,ae428735-5eaf-4333-b7ac-4364ab9b6000,2853.3,802,Park PLC,77,6 months,"Resource talk professional anything watch laugh. Significant choice us would Mrs although. Art answer play phone show.
Hour cold city sister.",2022-10-07,Discontinued
1482,Experience Subject,7,f74c680f-d107-455a-8c9c-e8687e6e05c3,1139.43,300,Duarte-Walsh,177,1 year,"Item study family different two box type. Real entire assume science my.
Sister rule expert life worker base. Great suddenly blood floor. Well design town set guy floor himself left.",2023-09-27,Out of Stock
6156,Win Poor,3,efdf6138-1310-4988-b580-91d3841793e5,2778.22,794,Wilson and Sons,146,2 years,"Central all range brother our. Statement major car off. Lot operation billion strong require.
Trade manager size state. Truth news coach along wear.
Low treat something.",2022-03-29,Available
9562,Politics Across,34,36b2a6ff-4ad7-4ceb-a1a4-bdb7998822ec,3804.52,17,Robinson Ltd,21,3 years,Fast factor foreign employee. Vote inside pressure spring time Mr.,2020-10-22,Available
8155,Law Case,100,9a009972-b041-48e2-b077-0bcc66b1c3e5,757.42,52,Hodge Ltd,8,6 months,"Community adult commercial wide family she eight. Positive early happen leg. Sometimes brother full during manager fear evening.
Teach whom relationship cause level near recent.",2023-10-08,Available
5709,Memory Receive,51,e29a3958-5646-405f-8847-3ed699d5d506,2120.77,393,"Duncan, Jackson and Gonzales",158,2 years,"Your together support behavior. Lose back recently event represent.
Really its store. Rule red baby thing whether. Probably attack per daughter.",2023-07-03,Discontinued
4890,Capital Their,68,a5b9d0d5-a652-4300-ab9d-a07dee53a8a0,2203.46,519,Gordon-Middleton,19,3 years,Although response public than itself ago single. Own among against story local realize. Join structure finally worry situation. Side away range message structure force.,2020-08-05,Out of Stock
2268,So Door,91,03c20639-ece8-4887-868d-c3c238ef3c81,4139.78,916,Baker-Lopez,159,3 years,Knowledge hard time space act. Clearly former likely system attorney light within.,2022-11-29,Out of Stock
8442,Floor Model,23,7a1bbaab-dcd2-47e8-bcea-6b5ae3ba915e,1657.89,758,"Jackson, Cohen and Clark",92,6 months,Woman too place town believe night. Program old might quite woman pressure off.,2021-12-09,Available
4036,Letter Wide,35,874a1ff3-5315-453a-8495-7ebb4d446f27,4218.41,961,"Love, Gordon and Smith",31,1 year,"Sign five amount. Mr approach environment security town over sometimes. Cup community since hit.
Say report yet way cover ask able.",2020-01-15,Available
6390,By Us,22,f8e7c944-14f1-47a6-9049-da21ca9b9497,4010.44,224,"Kelley, Rodriguez and Solis",64,1 year,Right manage film per human. Player still enjoy forward service American. Challenge these represent expert practice director center all.,2021-05-14,Out of Stock
3120,Left Who,35,720160e2-6c40-4c5b-ae1f-df62186b90e5,4578.43,83,Gonzales LLC,158,2 years,"Remember right organization painting investment. Dinner market fight never.
Official soldier thank country citizen. Despite participant recent than teach watch than. Us eat later on.",2021-08-16,Out of Stock
4491,Although Us,84,ef64500a-802d-4441-8bde-0f575db8b043,377.09,363,"Perkins, Jordan and Guerrero",155,2 years,Plan war after report series. Yourself debate note process situation drive.,2020-04-26,Discontinued
8408,Ok Ten,1,0a591c87-64e3-4e36-b47f-0f6dfb4bfd47,627.25,385,Elliott Ltd,173,6 months,"Without tend political national. Third former woman within myself. Get former the practice student stock itself.
Decision father along past. Have economy break however education against.",2020-07-08,Out of Stock
9298,Research Best,37,ce20f77c-7fb2-42db-bf00-3cd1465e47cc,4019.03,296,"Sweeney, Raymond and Horn",38,3 years,"Resource measure pressure similar. Administration model individual safe also drug.
Growth weight argue argue body. Relationship to color table push society second community. Care level head.",2023-04-07,Discontinued
4539,Study Next,70,893575b8-fb19-4990-9b5c-53bf76e4600a,2132.69,557,Villa-Weaver,83,2 years,"Lay service individual movement. Series know car human model share. Onto bank feeling summer.
Film offer guess stage. Level might budget compare improve.",2020-06-07,Out of Stock
4309,Chance Back,64,95c71862-73d1-4e5a-a19a-12ead310c07e,2198.26,349,Houston LLC,160,2 years,"Develop thank range view defense want. Computer foreign require recent feeling look soldier. Make without some.
Success painting six these describe. From hand plan stuff.
Friend spring six.",2024-06-14,Out of Stock
1207,Include And,53,1d81d0e1-6931-434b-a042-5786b0e4ffa4,2582.58,569,"Keith, Williams and Carroll",112,3 years,"Stand down scientist buy dinner. Gun figure four forward.
Today past establish against newspaper support activity she. Sometimes ability while individual natural.",2021-11-15,Discontinued
2671,When Source,30,86944fe7-3b86-430c-ae9e-4651d98b3d52,1925.32,409,Carter and Sons,149,6 months,Exist probably soon respond way around option. West sport decade bring design company matter method. Actually pretty best.,2020-02-27,Discontinued
6834,Black Test,58,66d03187-be3b-43ab-a333-72743bf55119,131.13,588,Vega Inc,92,1 year,Interview learn tell weight paper. Discuss program network grow religious. Environmental exist protect traditional nothing month.,2020-05-24,Out of Stock
9990,Instead Development,90,4da88dde-5f7c-472b-8810-f9b7d3b5a4d0,1281.49,720,Collins-Sharp,170,1 year,"Concern environment brother last material. Discover though when raise wish amount listen.
Tax machine act possible arm. Maybe method age likely. Their beautiful camera realize.",2023-03-13,Available
4208,Identify Could,53,c0a12e50-ee0c-4ef3-954e-d42d9c663dc5,2859.9,647,Jackson LLC,168,1 year,"Finally left both worker world. Sit evidence early service short.
Service son writer cold probably approach local. Right song forget hard value. Also your value since physical item song.",2021-08-02,Out of Stock
3193,Begin Best,31,6d00bfe7-d16b-46d4-bc2e-8a6cd0cb0292,4481.74,656,Hamilton-Bond,148,3 years,"Four reason again open whom seem. Under bed little try across successful.
Course story manage magazine live serious catch. Politics smile hope pay evidence store.",2022-05-01,Out of Stock
4024,Look High,51,fc40a0bb-379b-4eba-8bab-4e15a4d07e6e,793.69,115,Rhodes PLC,73,1 year,"Stock lose control become check. Among popular north citizen also. Fine action act notice tax smile him.
Wife court one budget. Until body would according camera you father consumer.",2023-12-23,Discontinued
8905,Lay Through,23,b0ea580e-fd16-4c0e-a298-46a1744447d2,1094.76,51,Medina PLC,96,1 year,Teach by main gas smile. Believe pressure big statement town growth suddenly director.,2024-02-10,Discontinued
4633,Gas Claim,28,775bdf26-5f20-467b-981e-50c68aec4cb0,3382.77,959,"Mata, Perez and Johnson",76,6 months,Question pay begin build. College check any back. Music stuff successful beat. Through wear ball.,2023-01-18,Discontinued
5847,Always Also,74,9bdd5d2b-7b99-42b3-b883-b8fcf8441405,3792.36,727,Maxwell-Rivera,7,6 months,Vote imagine wife media someone reflect. Shake suggest happen themselves realize. Thousand customer simply attack yourself.,2023-05-28,Discontinued
5737,Prepare By,83,fa801504-15ce-4aae-b822-7a14cdbbadb8,2330.18,373,Parks-Johnson,40,6 months,"We from among box prepare may top. Expert if send stuff group dark six.
Star become field. Owner exactly store pretty walk great wear.
Church national over thought.",2020-07-03,Available
8000,Alone Strong,64,7146de56-d3d6-4fb1-b4a7-6fcdad268704,4034.14,366,Freeman LLC,44,3 years,Help stage business. Blue when born value task scene thank summer.,2023-05-19,Discontinued
8626,Director First,70,c48f856a-1d2c-467d-b29c-ffd1dd7d6347,2259.95,999,Jordan-Spencer,19,3 years,"Draw than one game name. Everything as for expert. Agency performance tell decade.
Career final discover skill boy unit we two. Sister place teach than.",2022-11-02,Out of Stock
406,Beautiful Program,79,25051c0b-b11b-4d1f-91a3-eec203728c0b,1052.45,360,Pope-Kim,163,1 year,"Challenge during several ever far despite teacher.
Generation manager parent see player society ever. Purpose medical support dark.",2023-12-25,Discontinued
4376,Occur Purpose,81,7ff7c8df-1014-4500-bec1-755f4d87d07e,4210.3,956,Hill-Lowe,184,6 months,Activity measure understand stay around process. South better player. Method door store image new customer mind.,2022-08-15,Available
9404,Song Process,16,8424be57-fb0b-4435-97c6-376875cb3aa7,4202.78,701,"Fisher, Krueger and Reed",59,3 years,General toward machine whatever measure worker hope agree. Purpose build lead activity prove.,2024-03-31,Available
5643,Fish Painting,71,0a892a0d-878f-4bd0-969a-f6a427e62395,3041.15,607,Reeves-Tapia,99,2 years,"Behavior sit above trouble. Ten marriage morning these entire reduce school course.
New leg knowledge commercial. Head short agree amount dark.",2024-05-08,Out of Stock
2764,Sound Country,86,86bfc7f0-bc40-4ef1-80b9-c5a9c3974a40,1275.86,956,Berg-Brooks,95,2 years,"South relationship until single. Case wall foreign quickly century.
Build hundred none mind. Nice become result approach.",2023-12-25,Discontinued
8846,Woman Gun,31,42e76e14-ef0f-4699-a954-39c1c7657965,1540.08,884,Cantu-Welch,133,3 years,High federal business some boy American back. Note happen western detail suddenly green respond. Kitchen quickly well more.,2023-06-27,Out of Stock
1098,Lay Research,42,a6f6b258-7d8b-4b20-9b9b-30914ff8173b,3686.17,336,Anderson-Lindsey,19,1 year,Attack reduce just dinner be. Begin itself plan. Least would base after worry career white.,2021-08-25,Out of Stock
7580,Base Part,9,4cea1a7e-3a61-412e-980a-1de26e1d68c5,1439.14,760,Quinn-Walker,50,6 months,Probably teacher away wind might impact recent. Claim worker line way sound theory. Forget card stock mind myself show trip.,2022-06-18,Discontinued
6707,Husband Example,69,349a9246-4eaa-404e-a1fc-0337fb2faa1e,4998.35,1,Rivera Group,75,6 months,"Rule entire deal. Finish there focus beyond subject course admit. Strong scientist performance.
Paper father heavy national appear work. Buy issue decade other hour. Report rather cup issue.",2021-01-21,Discontinued
85,Fear Decide,36,6e289dee-7c1f-4202-9b45-0154be2be2d2,3621.39,22,Moore Ltd,37,3 years,"Year onto center character hand not eight others. Out receive determine now nature. Close audience husband.
Fill fish trade artist book thought body such.",2020-07-11,Available
4572,Unit Improve,5,ca52bf3d-2326-474c-950d-12a4153ae463,1028.53,776,"Mccann, Vaughn and Maxwell",62,2 years,"Face power world property. Until benefit exactly popular wait. Sometimes spring same section someone.
Dinner relate general. Want sometimes stock officer consider.",2023-04-03,Out of Stock
6887,Newspaper Edge,39,493d2d98-1a28-4a22-99cd-a9ff0ef000f3,1073.24,408,Taylor-Martinez,61,3 years,"Play likely theory wide. Five him idea table hope baby way season. Understand seven environment.
Man truth suggest every but single our. Performance because explain charge treatment tend interesting.",2022-10-30,Available
5218,Outside Material,13,cf2deb90-4479-4569-8f69-62c38239468e,4851.32,810,Woodard-Shelton,112,2 years,Art major site either set shoulder. Help rather southern weight article better. Build she their magazine break.,2023-08-29,Out of Stock
2021,College Protect,87,d8bdbe83-fb23-4aef-b1ed-9afda8517c7c,1481.22,380,Cochran-Moss,68,1 year,Organization hotel inside if catch. Thousand thank wonder price cell realize. Center employee pick key.,2021-10-28,Available
7891,With Manage,100,e58b4207-61a3-4d8d-8e5e-ec340c08c0b9,2477.84,110,Watson-Allen,55,2 years,"Trial own exist. Worker teach none sometimes almost.
Baby can occur performance turn available close. Evidence identify glass together position edge school. Require however lay bed deep.",2020-07-15,Discontinued
102,Trial Election,35,886d4f3e-5b0a-4f58-8abb-41381daa01c3,4925.35,797,Zhang and Sons,1,6 months,Bed sometimes every Mrs system amount. Star red prepare rich feeling create much. Discover star make likely fund role station.,2023-01-06,Available
6620,Appear Theory,42,f8e06287-72ee-40ee-b85d-b3de82ff5a3c,3963.17,847,Frey and Sons,130,3 years,"Give spend choice project tree particularly every. Foot just police once moment increase.
Simple matter section than. Medical pass ahead. Born your item heavy however other table something.",2020-12-25,Discontinued
